,vintage,nr_tokens,name,volume_ml,lot_size,seal codes,description,description_missing,multplier,full_description,src_image,dst_image
10,2010,1,Paul Sauer 2010,750,1,,"‘Thrilling return to form for iconic Bordeaux blend Cabernet Sauvignon (68%) and equal Merlot, Cabernet Franc. 2010 red and black fruit, incense on the nose, plenty of reined-in power on the palate. Great fruit definition, bright acidity, firm but fine tannins. 100% new oak, 26 months. Promises to give much pleasure in the future.’ – Platter’s SA Wine Guide, 4.5* (2014)
‘A direct beam of blackberry and black currant fruit is intertwined with savory, sanguine and lightly singed cedar notes. Shows good focus through the finish, where a perfumy rooibos tea accent lingers. Sneakily long and should unfold more in the cellar. Cabernet Sauvignon, Cabernet Franc and Merlot.’ – James Molesworth, Wine Spectator, 91/100 (Apr 2015)",0,,"‘Thrilling return to form for iconic Bordeaux blend Cabernet Sauvignon (68%) and equal Merlot, Cabernet Franc. 2010 red and black fruit, incense on the nose, plenty of reined-in power on the palate. Great fruit definition, bright acidity, firm but fine tannins. 100% new oak, 26 months. Promises to give much pleasure in the future.’ – Platter’s SA Wine Guide, 4.5* (2014)
‘A direct beam of blackberry and black currant fruit is intertwined with savory, sanguine and lightly singed cedar notes. Shows good focus through the finish, where a perfumy rooibos tea accent lingers. Sneakily long and should unfold more in the cellar. Cabernet Sauvignon, Cabernet Franc and Merlot.’ – James Molesworth, Wine Spectator, 91/100 (Apr 2015)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2010 6557 - 842687.JPG,farms/kanonkop/paul-sauer/output/assets/10.jpg
11,2011,1,Paul Sauer 2011,750,1,,"‘Always close to the top of the red Bordeaux style pile in South Africa, Paul Sauer is one of a handful of wines that is collectible, partly because of its track record, but also because it ages so well. This blend of Cabernet with 18% Cabernet Franc and 12% Merlot is aged entirely in new oak, but you’d never know it, such is its grace and poise. Subtle, leafy, spicy and very fine. Drink: 2015-30.’- Tim Atkin MW, SA Special Report 2015, 95/100
‘Sense of place in this iconic flagship; richly vinous more than fruity, with supple muscularity. 2011 touch more aromatic in youth, with hint oak (new French); but firm underbelly, austere conclusion from its 70% Cabernet Sauvignon portends well for future. Cabernet Franc and Merlot complete blend.’ - Platter’s SA Wine Guide, 4.5* (2015)",0,,"‘Always close to the top of the red Bordeaux style pile in South Africa, Paul Sauer is one of a handful of wines that is collectible, partly because of its track record, but also because it ages so well. This blend of Cabernet with 18% Cabernet Franc and 12% Merlot is aged entirely in new oak, but you’d never know it, such is its grace and poise. Subtle, leafy, spicy and very fine. Drink: 2015-30.’- Tim Atkin MW, SA Special Report 2015, 95/100
‘Sense of place in this iconic flagship; richly vinous more than fruity, with supple muscularity. 2011 touch more aromatic in youth, with hint oak (new French); but firm underbelly, austere conclusion from its 70% Cabernet Sauvignon portends well for future. Cabernet Franc and Merlot complete blend.’ - Platter’s SA Wine Guide, 4.5* (2015)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2011 6862 - 101966.JPG,farms/kanonkop/paul-sauer/output/assets/11.jpg
12,2012,1,Paul Sauer 2012,750,1,,"'This brilliant Bordeaux blend of Cabernet Sauvignon with 15% each of Merlot and Cabernet Franc is always sourced from the same 40-year-old block on the farm. Leafy, floral and subtle, with notes of spice and cigar box, it carries its tannins lightly. A stunning Paul Sauer release. Drink: 2016-30' - Tim Atkin SA Wine Report 2016, 96/100
'Cabernet-based flagship, with Cabernet Franc, Merlot. 2012 with usual richly vinous, muscular build; penetrating ripe fruit to balance concluding austerity. Beautifully composed, complemented by new oak, a long, fine future assured. '- Platter's SA Wine Guide 2016, 4.5*",0,,"'This brilliant Bordeaux blend of Cabernet Sauvignon with 15% each of Merlot and Cabernet Franc is always sourced from the same 40-year-old block on the farm. Leafy, floral and subtle, with notes of spice and cigar box, it carries its tannins lightly. A stunning Paul Sauer release. Drink: 2016-30' - Tim Atkin SA Wine Report 2016, 96/100
'Cabernet-based flagship, with Cabernet Franc, Merlot. 2012 with usual richly vinous, muscular build; penetrating ripe fruit to balance concluding austerity. Beautifully composed, complemented by new oak, a long, fine future assured. '- Platter's SA Wine Guide 2016, 4.5*",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2012 7247 - 254332.JPG,farms/kanonkop/paul-sauer/output/assets/12.jpg
13,2013,1,Paul Sauer 2013,750,1,,"Regarded as a SA ‘first growth’ Bordeaux-style blend, traditionally Cabernet-based with Cabernet Franc, Merlot, as in 2013. Reflects vintage’s bright fruit; elegantly spiced Cabernet berries. Fresher, less muscular than 2012 but no shortage of potential.' - Platter's SA Wine Guide 4.5*, 2017",0,,"Regarded as a SA ‘first growth’ Bordeaux-style blend, traditionally Cabernet-based with Cabernet Franc, Merlot, as in 2013. Reflects vintage’s bright fruit; elegantly spiced Cabernet berries. Fresher, less muscular than 2012 but no shortage of potential.' - Platter's SA Wine Guide 4.5*, 2017",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2013 7651 - 499759.JPG,farms/kanonkop/paul-sauer/output/assets/13.jpg
14,2014,1,Paul Sauer 2014,750,1,,"‘Paul Sauer is one of the few genuine Cape icons. Blending mostly Cabernet Sauvignon with Merlot and Cabernet Franc, it always seems to absorb its 24 months in new oak with ease. More forward than the straight Kanonkop Cabernet but just as age worthy, this is savoury and focused with leafy freshness. Drink 2019-30.’ - Tim Atkin MW, SA Special Report 2017, 96/100
‘Regarded as a SA ‘first growth’ Bordeaux blend, traditionally Cabernet-based with Merlot, Cabernet Franc, as in 2014 with 74/17/9 composition. Plush fruit soaks up 100% new French oak, is reined in by long, structuring tannins. Trademark ageability, as for bright-fruited 2013 (4.5 stars, 92 pts). Formats up to 18L.’ - Platter’s Guide, 5* (95/100) (2018)",0,,"‘Paul Sauer is one of the few genuine Cape icons. Blending mostly Cabernet Sauvignon with Merlot and Cabernet Franc, it always seems to absorb its 24 months in new oak with ease. More forward than the straight Kanonkop Cabernet but just as age worthy, this is savoury and focused with leafy freshness. Drink 2019-30.’ - Tim Atkin MW, SA Special Report 2017, 96/100
‘Regarded as a SA ‘first growth’ Bordeaux blend, traditionally Cabernet-based with Merlot, Cabernet Franc, as in 2014 with 74/17/9 composition. Plush fruit soaks up 100% new French oak, is reined in by long, structuring tannins. Trademark ageability, as for bright-fruited 2013 (4.5 stars, 92 pts). Formats up to 18L.’ - Platter’s Guide, 5* (95/100) (2018)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2014 7969 - 396819.JPG,farms/kanonkop/paul-sauer/output/assets/14.jpg
15,2015,1,Paul Sauer 2015,750,1,,"A great wine, with a distinguished track record in one of the best-ever Cape vintages: if any South African wine deserves 100 points, and I strongly believe that it does, then it is the brilliant 2015 Paul Sauer, one of the greatest young wines I have ever tasted.’  Tim Atkin SA Special Report 2018, 100/100
'Rightly regarded as SA ‘first growth’ Bordeaux blend, traditionally Cabernet-based with Merlot, Cabernet Franc; 70/15/15 in 2015 which, though less plush than 2014 in cooler summer, exudes a controlled opulence thanks to satisfying dry finish and firm tannic foundation for extended ageing.' - Platter's SA Wine Guide 2019, 5* (95/100)",0,,"A great wine, with a distinguished track record in one of the best-ever Cape vintages: if any South African wine deserves 100 points, and I strongly believe that it does, then it is the brilliant 2015 Paul Sauer, one of the greatest young wines I have ever tasted.’  Tim Atkin SA Special Report 2018, 100/100
'Rightly regarded as SA ‘first growth’ Bordeaux blend, traditionally Cabernet-based with Merlot, Cabernet Franc; 70/15/15 in 2015 which, though less plush than 2014 in cooler summer, exudes a controlled opulence thanks to satisfying dry finish and firm tannic foundation for extended ageing.' - Platter's SA Wine Guide 2019, 5* (95/100)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2015 8293 - 414835.JPG,farms/kanonkop/paul-sauer/output/assets/15.jpg
16,2016,1,Paul Sauer 2016,750,1,,"Stately and ageworthy Bordeaux blend. Mostly Cabernet Sauvignon, as ever, in 2016 with Merlot, Cabernet Franc (62/25/13); classic bouquet of cassis, lead pencil and hedgerow fruit with extra flesh from slightly more Merlot than usual. Hallmark oystershell minerality, fine powdery tannins. Like Cabernet Sauvignon sibling, proud record of, now, 12 maximum ratings.' - Platter's SA Wine Guide 2020, 5* (96/100)",0,,"Stately and ageworthy Bordeaux blend. Mostly Cabernet Sauvignon, as ever, in 2016 with Merlot, Cabernet Franc (62/25/13); classic bouquet of cassis, lead pencil and hedgerow fruit with extra flesh from slightly more Merlot than usual. Hallmark oystershell minerality, fine powdery tannins. Like Cabernet Sauvignon sibling, proud record of, now, 12 maximum ratings.' - Platter's SA Wine Guide 2020, 5* (96/100)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2016 8616 - 149648.JPG,farms/kanonkop/paul-sauer/output/assets/16.jpg
17,2017,1,Paul Sauer 2017,750,1,,"Easily amongst Cape’s most renowned wines. Cabernet upped to 76% in 2017; Cabernet Franc 17%, Merlot. Classic aromas of cedar and cassis plus vanilla and tobacco from all-new oak that time will integrate. Firm, excellent tannic structure, supple and rich, still with sweet primary fruit plus savoury intensity. Long, long finish points to great concentration. A wine for decades to come.' - Platter's SA Wine Guide 2021, 5* (98/100)",0,,"Easily amongst Cape’s most renowned wines. Cabernet upped to 76% in 2017; Cabernet Franc 17%, Merlot. Classic aromas of cedar and cassis plus vanilla and tobacco from all-new oak that time will integrate. Firm, excellent tannic structure, supple and rich, still with sweet primary fruit plus savoury intensity. Long, long finish points to great concentration. A wine for decades to come.' - Platter's SA Wine Guide 2021, 5* (98/100)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2017 9036 - 905841.JPG,farms/kanonkop/paul-sauer/output/assets/17.jpg
18,2018,1,Paul Sauer 2018,750,6,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",0,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2018 9316 - 807838.JPG,farms/kanonkop/paul-sauer/output/assets/18.jpg
19,2018,1,Paul Sauer 2018,750,6,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",0,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2018 9316 - 807838.JPG,farms/kanonkop/paul-sauer/output/assets/19.jpg
20,2018,1,Paul Sauer 2018,750,6,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",0,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2018 9316 - 807838.JPG,farms/kanonkop/paul-sauer/output/assets/20.jpg
21,2018,1,Paul Sauer 2018,750,6,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",0,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2018 9316 - 807838.JPG,farms/kanonkop/paul-sauer/output/assets/21.jpg
22,2018,1,Paul Sauer 2018,750,6,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",0,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2018 9316 - 807838.JPG,farms/kanonkop/paul-sauer/output/assets/22.jpg
23,2018,1,Paul Sauer 2018,750,6,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",0,,"Renowned as among the Cape’s greatest reds. 2018 has 70% Cabernet Sauvignon with Cabernet Franc and Merlot. Classic aromas cedar and cassis plus vanilla and tobacco from all-new oak. Fine wine, with less concentration and density than 2017 (5 stars, 98 pts), but some might even prefer its lighter, supple elegance.' - Platter's SA Wine Guide 2022, 4.5* (94/100)",farms/kanonkop/paul-sauer/input/bottels/1s/Kanonkop Paul Sauer 2018 9316 - 807838.JPG,farms/kanonkop/paul-sauer/output/assets/23.jpg
24,2019,1,Paul Sauer 2019,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/24.jpg
25,2019,1,Paul Sauer 2019,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/25.jpg
26,2019,1,Paul Sauer 2019,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/26.jpg
27,2019,1,Paul Sauer 2019,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/27.jpg
28,2019,1,Paul Sauer 2019,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/28.jpg
29,2019,1,Paul Sauer 2019,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/29.jpg
30,2020,1,Paul Sauer 2020,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/30.jpg
31,2020,1,Paul Sauer 2020,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/31.jpg
32,2020,1,Paul Sauer 2020,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/32.jpg
33,2020,1,Paul Sauer 2020,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/33.jpg
34,2020,1,Paul Sauer 2020,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/34.jpg
35,2020,1,Paul Sauer 2020,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/35.jpg
36,2021,1,Paul Sauer 2021,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/36.jpg
37,2021,1,Paul Sauer 2021,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/37.jpg
38,2021,1,Paul Sauer 2021,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/38.jpg
39,2021,1,Paul Sauer 2021,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/39.jpg
40,2021,1,Paul Sauer 2021,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/40.jpg
41,2021,1,Paul Sauer 2021,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/41.jpg
42,2022,1,Paul Sauer 2022,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/42.jpg
43,2022,1,Paul Sauer 2022,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/43.jpg
44,2022,1,Paul Sauer 2022,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/44.jpg
45,2022,1,Paul Sauer 2022,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/45.jpg
46,2022,1,Paul Sauer 2022,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/46.jpg
47,2022,1,Paul Sauer 2022,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/47.jpg
48,2023,1,Paul Sauer 2023,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/48.jpg
49,2023,1,Paul Sauer 2023,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/49.jpg
50,2023,1,Paul Sauer 2023,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/50.jpg
51,2023,1,Paul Sauer 2023,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/51.jpg
52,2023,1,Paul Sauer 2023,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/52.jpg
53,2023,1,Paul Sauer 2023,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/53.jpg
54,2024,1,Paul Sauer 2024,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/54.jpg
55,2024,1,Paul Sauer 2024,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/55.jpg
56,2024,1,Paul Sauer 2024,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/56.jpg
57,2024,1,Paul Sauer 2024,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/57.jpg
58,2024,1,Paul Sauer 2024,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/58.jpg
59,2024,1,Paul Sauer 2024,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/59.jpg
60,2025,1,Paul Sauer 2025,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/60.jpg
61,2025,1,Paul Sauer 2025,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/61.jpg
62,2025,1,Paul Sauer 2025,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/62.jpg
63,2025,1,Paul Sauer 2025,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/63.jpg
64,2025,1,Paul Sauer 2025,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/64.jpg
65,2025,1,Paul Sauer 2025,750,6,,,1,,,./defaults/kanonkop-new.jpg,farms/kanonkop/paul-sauer/output/assets/65.jpg
