Name,Description,Image,Token ID,Volume (ml),Vintage,Recorked,Authentication Code,Rating 1,Rating 2,Rating 3,URL
Mouton Rothschild Pauillac 1954,"Label art by Jean Carzou - The allegory of the Wheel of Fortune reminds us that however generous, Nature, even at Mouton Rothschild, is never predictable.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/11.png,10,750,1954,No,1793,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/10
Mouton Rothschild Pauillac 1955,Label art by Georges Braque - Celebrating a magnificent vintage with the simplicity of a great artist. Features in last scene of 'Diamonds are Forever' James Bond movie (1971),https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/12.png,11,750,1955,No,1794,Wine Advocate - 98/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/11
Mouton Rothschild Pauillac 1955,Label art by Georges Braque - Celebrating a magnificent vintage with the simplicity of a great artist. Features in last scene of 'Diamonds are Forever' James Bond movie (1971),https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/13.png,12,1500,1955,No,1674,Wine Advocate - 98/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/12
Mouton Rothschild Pauillac 1956,"Label art by Pavel Tchelitchew - 'La Tache de Vin' returns to the traditional theme of the Ram, expressing exuberance of nature under the controlling hand of man.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/14.png,13,750,1956,No,1792,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/13
Mouton Rothschild Pauillac 1957,"Label art by André Masson, for the label he created a hymn in praise of contented drunkenness, where the figure of the slumbering drinker is intertwined with branches of the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/15.png,14,750,1957,No,1795,Vinous - 90/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/14
Mouton Rothschild Pauillac 1957,"Label art by André Masson, for the label he created a hymn in praise of contented drunkenness, where the figure of the slumbering drinker is intertwined with branches of the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/16.png,15,1500,1957,No,1697,Vinous - 90/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/15
Mouton Rothschild Pauillac 1960,Label art by Jacques Villon - capturing the movement of the birds in the static geometry of the vines.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/17.png,16,1500,1960,No,1530,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/16
Mouton Rothschild Pauillac 1961,Label art by Georges Mathieu - explosive dynamism of his work for the label - typical of his style.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/18.png,17,750,1961,No,1518,Wine Advocate - 98/100,Vinous - 98/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/17
Mouton Rothschild Pauillac 1961,Label art by Georges Mathieu - explosive dynamism of his work for the label - typical of his style.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/19.png,18,750,1961,No,1517,Wine Advocate - 98/100,Vinous - 98/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/18
Mouton Rothschild Pauillac 1961,Label art by Georges Mathieu - explosive dynamism of his work for the label - typical of his style.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/20.png,19,1500,1961,No,2294,Wine Advocate - 98/100,Vinous - 98/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/19
Mouton Rothschild Pauillac 1963,"Label art by Bernard Dufour - Grapes and a recumbent human figure, with a line from Mallarmé's L'Après-midi d'un faune - 'Ainsi, quand des raisins j'ai sucé la carté...' (Just so I sucked once the lustre from the grapes.)",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/21.png,20,1500,1963,No,1668,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/20
Mouton Rothschild Pauillac 1964,"Label art by Henry Moore - Three golden chalices cradled in cupped hands, evokes the solemn mood of some ancient ritual.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/22.png,21,1500,1964,No,1631,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/21
Mouton Rothschild Pauillac 1965,"Label art by Dorothea Tanning - 'She-lambs' true to her inspiration, a world of gracefully drifting dreams.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/23.png,22,750,1965,No,1775,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/22
Mouton Rothschild Pauillac 1966,"Label art by Pierre Alechinsky - The 'Ram-Drinker' powerful but full of humour, seems to almost to leap off the bottle.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/24.png,23,750,1966,No,1778,Robert Parker - 90/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/23
Mouton Rothschild Pauillac 1966,"Label art by Pierre Alechinsky - The 'Ram-Drinker' powerful but full of humour, seems to almost to leap off the bottle.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/25.png,24,1500,1966,No,1663,Robert Parker - 90/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/24
Mouton Rothschild Pauillac 1967,"Label art by César Balaccini - makes use of present-day artefacts: paper clips, nuts and bolts.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/26.png,25,750,1967,No,1777,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/25
Mouton Rothschild Pauillac 1967,"Label art by César Balaccini - makes use of present-day artefacts: paper clips, nuts and bolts.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/27.png,26,1500,1967,No,2261,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/26
Mouton Rothschild Pauillac 1969,"Label art by Joan Miró - Dominated y a vast, blood-red grape, his label includes a discreet but witty obeisance to the family: the blue and yellow of the Rothschild racing colours.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/28.png,27,1500,1969,No,1700,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/27
Mouton Rothschild Pauillac 1970,"Label art by Marc Chagall - Synthesis of the Jewish and Russian cultural traditions, half-realistic, half-symbolic Rather than wine, it was the living fruit of the vine, speared by a thrush or fed by a mother to her child. The 1970 vintage took second place, and was the highest ranked French wine, at the historic 1976 Judgment of Paris wine competition.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/29.png,28,750,1970,No,1780,Wine Spectator - 96/100,Vinous - 94/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/28
Mouton Rothschild Pauillac 1970,"Label art by Marc Chagall - Synthesis of the Jewish and Russian cultural traditions, half-realistic, half-symbolic Rather than wine, it was the living fruit of the vine, speared by a thrush or fed by a mother to her child. The 1970 vintage took second place, and was the highest ranked French wine, at the historic 1976 Judgment of Paris wine competition.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/30.png,29,1500,1970,No,2315,Wine Spectator - 96/100,Vinous - 94/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/29
Mouton Rothschild Pauillac 1971,Label art by Wassily Kandinsky,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/31.png,30,750,1971,No,1776,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/30
Mouton Rothschild Pauillac 1971,Label art by Wassily Kandinsky,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/32.png,31,1500,1971,No,2243,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/31
Mouton Rothschild Pauillac 1972,"Label art by Serge Poliakoff - Balance, colour, richness his label has all the quality of a great wine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/33.png,32,1500,1972,No,1672,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/32
Mouton Rothschild Pauillac 1973,"Label art by Pablo Picasso - The year 1973 marks the world of art with the death of the Spanish artist Pablo Picasso. To pay homage to him, Baron Philippe de Rothschild decided that one of the emblematic paintings made by Pablo Picasso, and from his personal collection, will be the label of Château Mouton Rothschild 1973.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/34.png,33,750,1973,No,1779,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/33
Mouton Rothschild Pauillac 1975,Label art by Andy Warhol - Juxtaposing different studies of Baron Philippe.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/35.png,34,1500,1975,No,1618,Robert Parker - 91/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/34
Mouton Rothschild Pauillac 1975,Label art by Andy Warhol - Juxtaposing different studies of Baron Philippe.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/36.png,35,3000,1975,No,2645,Robert Parker - 91/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/35
Mouton Rothschild Pauillac 1976,Label art by Pierre Soulages - Incorporating the initial letters of Mouton Rothschild.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/37.png,36,750,1976,No,2020,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/36
Mouton Rothschild Pauillac 1976,Label art by Pierre Soulages - Incorporating the initial letters of Mouton Rothschild.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/38.png,37,1500,1976,No,1685,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/37
Mouton Rothschild Pauillac 1977,"Tribute to Her Majesty Queen Elizabeth the Queen Mother, spent three days at Mouton on her official visit to Bordeaux in April 1977.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/39.png,38,1500,1977,No,2286,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/38
Mouton Rothschild Pauillac 1978,Label art by Jean-Paul Riopelle.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/40.png,39,750,1978,No,2025,Wine Spectator - 92/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/39
Mouton Rothschild Pauillac 1978,Label art by Jean-Paul Riopelle.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/41.png,40,1500,1978,No,1702,Wine Spectator - 92/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/40
Mouton Rothschild Pauillac 1978,Label art by Jean-Paul Riopelle.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/42.png,41,1500,1978,No,1688,Wine Spectator - 92/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/41
Mouton Rothschild Pauillac 1979,Label art by Hisao Domoto - First label to be commissioned from a Japanese artist.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/43.png,42,1500,1979,No,1628,Wine Spectator - 96/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/42
Mouton Rothschild Pauillac 1980,Label art by Hans Hartung.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/44.png,43,750,1980,No,2027,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/43
Mouton Rothschild Pauillac 1980,Label art by Hans Hartung.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/45.png,44,1500,1980,No,1728,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/44
Mouton Rothschild Pauillac 1980,Label art by Hans Hartung.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/46.png,45,3000,1980,No,2339,,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/45
Mouton Rothschild Pauillac 1981,Label art by Arman Fernandez - The exploded violin.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/47.png,46,1500,1981,No,2284,Wine Spectator - 91/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/46
Mouton Rothschild Pauillac 1981,Label art by Arman Fernandez - The exploded violin.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/48.png,47,3000,1981,No,2323,Wine Spectator - 91/100,,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/47
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/49.png,48,750,1982,No,1086,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/48
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/50.png,49,750,1982,No,1088,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/49
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/51.png,50,750,1982,No,1084,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/50
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/52.png,51,750,1982,No,1083,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/51
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/53.png,52,750,1982,No,1085,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/52
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/54.png,53,750,1982,No,1087,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/53
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/55.png,54,750,1982,No,1461,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/54
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/56.png,55,1500,1982,No,1624,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/55
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/57.png,56,1500,1982,No,1684,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/56
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/58.png,57,1500,1982,No,2249,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/57
Mouton Rothschild Pauillac 1982,"Label art by John Huston - one of the last pictures he painted. Sensual, graceful, using deep, warm colours, it returns in representational style to the symbolic theme of the Ram, leaping in dionysiac joy, accompanied by its inseparable companions, the sun and the vine.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/59.png,58,3000,1982,No,2657,Wine Advocate - 100/100,Decanter - 97/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/58
Mouton Rothschild Pauillac 1983,"Label art by Saul Steinberg - Theme of human solitude: empty beaches where the human figure is a dot in the distance, pastel-shaded skies where the sun is represented by a trompe l'oeil circle of sealing wax.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/60.png,59,750,1983,No,1983,Jancis Robinson - 18/20,Vinous - 92/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/59
Mouton Rothschild Pauillac 1983,"Label art by Saul Steinberg - Theme of human solitude: empty beaches where the human figure is a dot in the distance, pastel-shaded skies where the sun is represented by a trompe l'oeil circle of sealing wax.",https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Mouton/images/61.png,60,1500,1983,No,1691,Jancis Robinson - 18/20,Vinous - 92/100,,https://opensea.io/assets/matic/0x038C0998f580798F849Ee8841a7E5dD5040F8dF8/60
